,TimeStamp,Light,Moisture 1,Moisture 2,Temp,Humidity
887,11:21:00,0.7350248292985724,1.0,0.8637762955361725,0.1715150436175893,0.4272008079447904
826,10:20:00,0.7017380509000621,0.9740281224152192,0.8348265382641986,0.1263307815559903,0.5211243898333613
247,23:46:00,0.0038407821229050282,0.0,0.013488179342463602,0.124995549225565,0.4448746002356504
1065,14:19:00,0.7318435754189943,0.9971877584780812,0.8244365947033983,0.26337902795086304,0.07473489311563714
882,11:16:00,0.7302917442582247,1.0,0.8580041046690609,0.17001958340751255,0.4312405318969871
1291,18:05:00,0.2791356300434512,0.3488006617038875,0.29597032008525104,0.2312266334342179,0.13937047635078265
1164,15:58:00,0.7032812607766054,0.9551573078454804,0.7842483324781937,0.2773683065297801,0.12837345003646974
1226,17:00:00,0.5153286433547141,0.6771007566706495,0.5513083632632121,0.2524756196467069,0.10308777048383172
1255,17:29:00,0.4356765983860955,0.5657568238213402,0.4631862493586456,0.2434039522876981,0.09190371991247263
1049,14:03:00,0.7545003103662322,1.0,0.8509886726921103,0.2631653907779952,0.044436963474162594
192,22:51:00,0.00036160594029256406,0.0,0.007531680494109238,0.14149297449454268,0.4374716155402337
1208,16:42:00,0.5697231993011012,0.7577857427319794,0.6188643748931075,0.25504717820900824,0.10503282275711157
900,11:34:00,0.7499224084419618,1.0,0.8805600505190034,0.18102189781021905,0.4090220501599057
845,10:39:00,0.7105662459479964,0.9837514934289128,0.8388917393535145,0.1498190018396537,0.5066861171893993
101,21:20:00,0.004167984259161661,0.0,0.010929649457389893,0.1639208467556369,0.5103009784897401
1236,17:10:00,0.4804081315952825,0.6270471464019853,0.5085645498677822,0.2505607975787781,0.12119171856589794
566,05:05:00,0.0003235421571038732,0.0,0.01833547924915541,0.032026093294950216,0.7173939969447998
1387,06:50:00,0.05342178770949721,0.053349875930521096,0.07138769388641114,0.02709631475876806,0.6382763844470625
607,05:46:00,0.00017128702434910926,0.0,0.01728995033737668,0.03244530586057792,0.6688410883117952
802,09:56:00,0.6914183736809435,0.9605459057071964,0.824258988830564,0.11543528573971852,0.5696010772597204
289,00:28:00,0.00015518311607697082,0.0,0.010202470695031052,0.11671710877692698,0.4044773607136844
599,05:38:00,0.00029096834264432026,0.0,0.01837234084540396,0.028965640021363592,0.6781686584750042
730,08:44:00,0.6359016139044072,0.884863523573201,0.7656490507952796,0.060530532312622176,0.7231105874431911
354,01:33:00,0.0004461514587212912,0.0,0.010779689781742152,0.09716930745949737,0.4731526679010266
1384,19:38:00,0.00015518311607697082,0.0,0.0041638710186683294,0.2047356239985758,0.3655950176737924
231,23:30:00,0.003937771570453135,0.0,0.014420610174843198,0.1309773900658716,0.4736576333950511
297,00:36:00,0.00029096834264432026,0.0,0.010779689781742152,0.11260459319921635,0.3984177747853897
993,13:07:00,0.9977110490378648,1.0,0.8972550025654182,0.904824639487271,0.31509846827133475
828,10:22:00,0.7030183116076973,0.9761786600496278,0.8369578087382088,0.12782624176606705,0.5332435616899511
1426,07:29:00,0.5813159528243327,0.8037220843672455,0.6952283222165212,0.04589638597115875,0.6493856253156032
1031,13:45:00,0.7648975791433892,1.0,0.8659075660101827,0.2634858465372971,0.07473489311563714
1334,18:48:00,0.030335425431638963,0.015531660692951088,0.035830340345476434,0.21657666211698645,0.31412594213469475
1116,15:10:00,0.6662787088764742,0.9025641025641024,0.742382681454,0.2573971871105575,0.08281434102003021
497,03:56:00,0.0002664464823208367,0.0,0.014196927306698191,0.05392994984900945,0.6133520498740761
590,05:29:00,0.00022838269913214571,0.0,0.018901807409702043,0.0317116838707292,0.6846950992940009
43,20:22:00,0.004189944134078211,0.0,0.009225638394443014,0.17803097739006601,0.5352634236660496
594,05:33:00,0.00015225513275476382,0.0,0.01816122443052559,0.02930121161836818,0.6837042236076128
358,01:37:00,0.00021337678460583488,0.0,0.01100169712278487,0.09487270785116576,0.4701228749368792
1091,14:45:00,0.7016216635630044,0.9535980148883374,0.7848304850613728,0.2583585543884639,0.0777646860797846
220,23:19:00,0.005880854502652753,0.0,0.01572165696970873,0.13305632161128056,0.4959332810371164
1163,15:57:00,0.7053460583488517,0.9566583953680724,0.7857185144255436,0.27726544418728816,0.07069516916344049
1352,19:06:00,7.759155803848541e-05,0.0,0.004430279827919714,0.2103970090795793,0.35145598384110416
649,06:28:00,0.0004187016150756005,0.0,0.018074097021210656,0.029406014759775227,0.657446017918335
638,06:17:00,0.00031036623215394165,0.0,0.0172623041401902,0.03136905821612923,0.6786736239690287
453,03:12:00,0.00011638733705772815,0.0,0.012333741169041346,0.08023856150970242,0.535768389160074
1018,13:32:00,0.7829376163873372,1.0,0.8721237715593797,0.2936086879116959,0.020198619760983028
168,22:27:00,0.004364525139664804,0.0,0.01575265422109945,0.1518070144205087,0.4731526679010266
869,11:03:00,0.7238128491620112,1.0,0.8515214903106127,0.16606729570945322,0.44638949671772415
1191,16:25:00,0.6236033519553074,0.83697270471464,0.6854599992106407,0.26786540858109265,0.09594344386466913
439,02:58:00,0.00019397889509621354,0.0,0.013843391088132095,0.08077265444187243,0.522639286315435
65,20:44:00,0.0040347610180012415,0.0,0.010868492718159206,0.1735445967598359,0.543847837064467
237,23:36:00,0.0038254102104634405,0.0,0.014153363602040725,0.12802577082374544,0.4553073778952148
622,06:01:00,0.00028547837391518216,0.0,0.017028568109432096,0.035379793819973686,0.6445646339952935
532,04:31:00,0.0002474145907264912,0.0,0.018117660725868068,0.046698533091927175,0.7069898022377274
619,05:58:00,0.00036855990068280565,0.0,0.018017129099735636,0.03548157379383998,0.6529203837737749
239,23:38:00,0.003976567349472378,0.0,0.014020996960966037,0.12649100943564173,0.4524490826460191
486,03:45:00,0.00038063783188690964,0.0,0.015242456218476919,0.05466357183885828,0.5880847198711858
309,00:48:00,7.759155803848541e-05,0.0,0.011934127955164351,0.10865230550115734,0.3958929473152668
528,04:27:00,0.0004655493482309126,0.0,0.017040296799147536,0.04600320455759277,0.6943275542837903
115,21:34:00,0.0042675356921166975,0.0,0.009136835458025794,0.16227523589104442,0.5751556976939907
374,01:53:00,0.0001307561441018921,0.0,0.01274157687703098,0.08979882499554903,0.4716751762703621
711,08:25:00,0.6229222705014139,0.8674631620868178,0.7522661193774585,0.04736810871758368,0.7945538536348162
208,23:07:00,3.879577901924271e-05,0.0,0.007893594348186483,0.13631831938757333,0.4782023228412725
591,05:30:00,0.00017458100558659218,0.0,0.019082764336740776,0.029873598006052268,0.6716041070526846
909,11:43:00,0.7438314711359404,1.0,0.867150807120022,0.18326508812533332,0.3777141895303822
1047,14:01:00,0.7578755431409061,1.0,0.8542743813395428,0.26551539967954396,0.05352634236660486
32,20:11:00,0.0040347610180012415,0.0,0.009192748417992173,0.17959764999109795,0.5655239484561145
605,05:44:00,0.00017128702434910926,0.0,0.016636494767514998,0.03286451842620597,0.6653730234094382
461,03:20:00,9.698944754810676e-05,0.0,0.013754588151714877,0.07372262773722628,0.5307187342198283
471,03:30:00,0.0004461514587212912,0.0,0.015441843943639788,0.059195299982196414,0.6241373506143746
933,12:07:00,0.7657898820608319,1.0,0.8983206378024233,0.19480149546020986,0.32317791617572794
715,08:29:00,0.6249396510104145,0.8691358024691358,0.7531212587651788,0.04942535556742434,0.7828835399951372
353,01:32:00,0.0003879577901924272,0.0,0.010602083908907987,0.09818408403062118,0.48577680525164096
432,02:51:00,0.00014943559325930524,0.0,0.013169146570891022,0.08136411291120238,0.5295404814004376
277,00:16:00,0.0002988711865186105,0.0,0.011458867795450687,0.11793167566712134,0.4001945052273276
233,23:32:00,0.0040347610180012415,0.0,0.01302070728094723,0.13096025878314174,0.4434168696585606
367,01:46:00,0.00036855990068280565,0.0,0.013443777874254936,0.09278974541570216,0.4686079784548056
1414,07:17:00,0.37146958410924896,0.4953680727874275,0.4296187393929826,0.028057682036674247,0.6564551422319473
767,09:21:00,0.6671322160148976,0.9309346567411084,0.8048111457552196,0.07698059462346463,0.6211075576502267
1217,16:51:00,0.5430115870060005,0.7192353643966549,0.5861980502821961,0.2557672146064527,0.12448334548991002
588,05:27:00,0.0002474145907264912,0.0,0.018248351839840467,0.032969321567613015,0.6846950992940009
1175,16:09:00,0.6689556176288021,0.9036393713813068,0.742293878517583,0.27085632900124645,0.08382427200807946
381,02:00:00,0.00029096834264432026,0.0,0.011712120614121524,0.09059996439380424,0.4761824608651743
614,05:53:00,0.0003235421571038732,0.0,0.018509734067785225,0.0340173529816824,0.6564551422319473
261,00:00:00,0.00029096834264432026,0.0,0.010557682440699323,0.12264554032401652,0.40346742972563504
701,08:15:00,0.6124301675977655,0.8538461538461539,0.7407842285984922,0.03820544774790791,0.7968355495707793
63,20:42:00,0.004244111825539043,0.0,0.010319757592185673,0.17335312948226544,0.5216960488832005
244,23:43:00,0.003879577901924271,0.0,0.012822157319335392,0.12601032579668858,0.4100319811479545
1378,19:32:00,3.735889831482631e-05,0.0,0.0035915854284248594,0.2075247759776866,0.3646973012399707
889,11:23:00,0.7353739913097453,1.0,0.8641315072818408,0.1741855082784406,0.443359703753577
660,06:39:00,0.006832449082370028,0.0,0.025828436450235692,0.02930121161836785,0.6752817802733164
203,23:02:00,0.00027157045313469893,0.0,0.009580850140111395,0.13893537475520726,0.4893115637098133
940,12:14:00,0.7719584109248914,1.0,0.9008959229585192,0.2032401637884994,0.2504628850361892
1133,15:27:00,0.6934357541899444,0.9429280397022332,0.7779038560208391,0.25867901014776584,0.07877461706783367
371,01:50:00,0.0003491620111731843,0.0,0.011223704463827644,0.0909204201531062,0.4630533580205353
30,20:09:00,0.0043257293606455615,0.0,0.009270039862651512,0.1790457539611895,0.566571284295573
56,20:35:00,0.0043839230291744255,0.0,0.009847258949362614,0.17461278262417668,0.5302137687258035
1155,15:49:00,0.7107530404395708,0.9679012345679012,0.7979305626817172,0.2720194647201949,0.07877461706783367
756,09:10:00,0.6602265673494724,0.9200992555831264,0.7945100051308362,0.07911696635214482,0.6766537619929305
350,01:29:00,0.00011638733705772815,0.0,0.012067332359789962,0.09759658180523334,0.4877966672277394
477,03:36:00,0.00030451026550952764,0.0,0.014719691762587585,0.05827928021739925,0.6247471202675363
1007,13:21:00,0.8243240913166426,1.0,0.8331623054557893,0.4369077997349316,0.05251641137855578
1273,17:47:00,0.35556331471135944,0.4542597187758477,0.3769585980976437,0.2377425672066936,0.13432082141053692
771,09:25:00,0.6736111111111109,0.941025641025641,0.8152898922524372,0.07281466975253681,0.6332267295068166
438,02:57:00,0.00015518311607697082,0.0,0.012688952914709785,0.08061242656222145,0.5317286652078772
240,23:39:00,0.003898975791433893,0.0,0.013621383747089431,0.1263841908492075,0.430230600908938
493,03:52:00,0.00017458100558659218,0.0,0.01584145715751667,0.052625956916502965,0.6170678336980304
783,09:37:00,0.6797825137365796,0.9471923536439666,0.8164015734564736,0.09005598085177946,0.6301969365426694
1368,19:22:00,7.759155803848541e-05,0.0,0.0015885858625726,0.20911518604237106,0.3342871570442685
1027,13:41:00,0.7680400372439479,1.0,0.8665291865651024,0.2663699483710161,0.08887392694832519
99,21:18:00,0.0043012075003220785,0.0,0.011234595389991995,0.16166757921538655,0.4855290863300442
1000,13:14:00,0.9978274363749224,1.0,0.9090657931088921,0.7111625422823564,0.1979464736576334
1099,14:53:00,0.698556797020484,0.95136476426799,0.7860737261712121,0.25504717820900824,0.04847668742635925
936,12:10:00,0.7680788330229673,1.0,0.8890851324150453,0.19928787609043952,0.32620770913987546
570,05:09:00,0.0003996697234812551,0.0,0.01689787699545975,0.032235699577764176,0.7233392510631269
1151,15:45:00,0.7098937857783295,0.9614496216646752,0.7924576706003081,0.2730480881451152,0.08363724775103326
1371,19:25:00,0.00027157045313469893,0.0,0.0017661917354067638,0.20836745593733266,0.3534758458172024
682,07:56:00,0.6658907510862819,0.9360628618693134,0.8187532067727039,0.035107708741320964,0.8382427200807941
1006,13:20:00,0.8289882060831779,1.0,0.8239037770848959,0.4640911518604236,0.06867530718734216
571,05:10:00,0.0003996697234812551,0.0,0.017028568109432096,0.03181648701213602,0.7114487428264726
275,00:14:00,0.00032976412166356304,0.0,0.00904803252160874,0.11874666191917373,0.4282107389328395
303,00:42:00,0.00022838269913214571,0.0,0.010581139820130314,0.11440136244083787,0.41369059906692535
1110,15:04:00,0.6628962916982781,0.896614894464357,0.7382418334188472,0.2562815263189129,0.0680768295647945
1405,07:08:00,0.2408441961514588,0.3096774193548387,0.2748352212179815,0.02741677051807001,0.6473657633395047
677,07:51:00,0.6707014276846679,0.9474772539288672,0.8310968149346805,0.026241766067295558,0.9018683723278909
596,05:35:00,0.0003879577901924272,0.0,0.018461143781821118,0.030354281645005525,0.6852381753913483
1022,13:36:00,0.7751784605834885,1.0,0.8734558156056358,0.2692540502047356,0.03938730853391687
874,11:08:00,0.7266061452513966,1.0,0.8525871255476183,0.17194231796332549,0.5120350109409189
